Frame,pontos-1_x,pontos-1_y,11_x,11_y,21_x,21_y,48_x,48_y,50_x,50_y,1_x,1_y,9_x,9_y,pontos-2_x,pontos-2_y,153_x,153_y,143_x,143_y,116_x,116_y,114_x,114_y,163_x,163_y,155_x,155_y,pontos-3_x,pontos-3_y,77_x,77_y,80_x,80_y,84_x,84_y,87_x,87_y,
1153,1640.267,545.5603,1704.663,636.1609,3040.24,272.4556,1712.083,570.1619,1903.601,501.7198,1775.276,632.16,3039.945,311.3811,254.3892,531.925,-1126.905,265.3737,215.8761,634.5035,34.7212,499.581,222.7317,568.5653,-1163.88,295.149,139.4221,628.915,758.3688,565.8891,963.7272,635.5524,964.9908,570.2508,966.3624,499.3654,970.8597,266.942,
1154,1640.267,545.5603,1704.663,636.1609,3040.24,272.4556,1712.083,570.1619,1903.601,501.7198,1775.276,632.16,3039.945,311.3811,254.3892,531.925,-1126.905,265.3737,215.8761,634.5035,34.7212,499.581,222.7317,568.5653,-1163.88,295.149,139.4221,628.915,758.3688,565.8891,963.7272,635.5524,964.9908,570.2508,966.3624,499.3654,970.8597,266.942,
1155,1640.267,545.5603,1704.663,636.1609,3040.24,272.4556,1712.083,570.1619,1903.601,501.7198,1775.276,632.16,3039.945,311.3811,254.3892,531.925,-1126.905,265.3737,215.8761,634.5035,34.7212,499.581,222.7317,568.5653,-1163.88,295.149,139.4221,628.915,758.3688,565.8891,963.7272,635.5524,964.9908,570.2508,966.3624,499.3654,970.8597,266.942,
1156,1640.267,545.5603,1704.663,636.1609,3040.24,272.4556,1712.083,570.1619,1903.601,501.7198,1775.276,632.16,3039.945,311.3811,254.3892,531.925,-1126.905,265.3737,215.8761,634.5035,34.7212,499.581,222.7317,568.5653,-1163.88,295.149,139.4221,628.915,758.3688,565.8891,963.7272,635.5524,964.9908,570.2508,966.3624,499.3654,970.8597,266.942,
1157,1640.267,545.5603,1704.663,636.1609,3040.24,272.4556,1712.083,570.1619,1903.601,501.7198,1775.276,632.16,3039.945,311.3811,254.3892,531.925,-1126.905,265.3737,215.8761,634.5035,34.7212,499.581,222.7317,568.5653,-1163.88,295.149,139.4221,628.915,758.3688,565.8891,963.7272,635.5524,964.9908,570.2508,966.3624,499.3654,970.8597,266.942,
1158,1640.267,545.5603,1704.663,636.1609,3040.24,272.4556,1712.083,570.1619,1903.601,501.7198,1775.276,632.16,3039.945,311.3811,254.3892,531.925,-1126.905,265.3737,215.8761,634.5035,34.7212,499.581,222.7317,568.5653,-1163.88,295.149,139.4221,628.915,758.3688,565.8891,963.7272,635.5524,964.9908,570.2508,966.3624,499.3654,970.8597,266.942,
1159,1640.267,545.5603,1704.663,636.1609,3040.24,272.4556,1712.083,570.1619,1903.601,501.7198,1775.276,632.16,3039.945,311.3811,254.3892,531.925,-1126.905,265.3737,215.8761,634.5035,34.7212,499.581,222.7317,568.5653,-1163.88,295.149,139.4221,628.915,758.3688,565.8891,963.7272,635.5524,964.9908,570.2508,966.3624,499.3654,970.8597,266.942,
1160,1640.267,545.5603,1704.663,636.1609,3040.24,272.4556,1712.083,570.1619,1903.601,501.7198,1775.276,632.16,3039.945,311.3811,254.3892,531.925,-1126.905,265.3737,215.8761,634.5035,34.7212,499.581,222.7317,568.5653,-1163.88,295.149,139.4221,628.915,758.3688,565.8891,963.7272,635.5524,964.9908,570.2508,966.3624,499.3654,970.8597,266.942,
1161,1640.267,545.5603,1704.663,636.1609,3040.24,272.4556,1712.083,570.1619,1903.601,501.7198,1775.276,632.16,3039.945,311.3811,254.3892,531.925,-1126.905,265.3737,215.8761,634.5035,34.7212,499.581,222.7317,568.5653,-1163.88,295.149,139.4221,628.915,758.3688,565.8891,963.7272,635.5524,964.9908,570.2508,966.3624,499.3654,970.8597,266.942,
1162,1640.267,545.5603,1704.663,636.1609,3040.24,272.4556,1712.083,570.1619,1903.601,501.7198,1775.276,632.16,3039.945,311.3811,254.3892,531.925,-1126.905,265.3737,215.8761,634.5035,34.7212,499.581,222.7317,568.5653,-1163.88,295.149,139.4221,628.915,758.3688,565.8891,963.7272,635.5524,964.9908,570.2508,966.3624,499.3654,970.8597,266.942,
1163,1640.267,545.5603,1704.663,636.1609,3040.24,272.4556,1712.083,570.1619,1903.601,501.7198,1775.276,632.16,3039.945,311.3811,254.3892,531.925,-1126.905,265.3737,215.8761,634.5035,34.7212,499.581,222.7317,568.5653,-1163.88,295.149,139.4221,628.915,758.3688,565.8891,963.7272,635.5524,964.9908,570.2508,966.3624,499.3654,970.8597,266.942,
1164,1640.267,545.5603,1704.663,636.1609,3040.24,272.4556,1712.083,570.1619,1903.601,501.7198,1775.276,632.16,3039.945,311.3811,254.3892,531.925,-1126.905,265.3737,215.8761,634.5035,34.7212,499.581,222.7317,568.5653,-1163.88,295.149,139.4221,628.915,758.3688,565.8891,963.7272,635.5524,964.9908,570.2508,966.3624,499.3654,970.8597,266.942,
1165,1640.267,545.5603,1704.663,636.1609,3040.24,272.4556,1712.083,570.1619,1903.601,501.7198,1775.276,632.16,3039.945,311.3811,254.3892,531.925,-1126.905,265.3737,215.8761,634.5035,34.7212,499.581,222.7317,568.5653,-1163.88,295.149,139.4221,628.915,758.3688,565.8891,963.7272,635.5524,964.9908,570.2508,966.3624,499.3654,970.8597,266.942,
1166,1640.267,545.5603,1704.663,636.1609,3040.24,272.4556,1712.083,570.1619,1903.601,501.7198,1775.276,632.16,3039.945,311.3811,254.3892,531.925,-1126.905,265.3737,215.8761,634.5035,34.7212,499.581,222.7317,568.5653,-1163.88,295.149,139.4221,628.915,758.3688,565.8891,963.7272,635.5524,964.9908,570.2508,966.3624,499.3654,970.8597,266.942,
1167,1640.267,545.5603,1704.663,636.1609,3040.24,272.4556,1712.083,570.1619,1903.601,501.7198,1775.276,632.16,3039.945,311.3811,254.3892,531.925,-1126.905,265.3737,215.8761,634.5035,34.7212,499.581,222.7317,568.5653,-1163.88,295.149,139.4221,628.915,758.3688,565.8891,963.7272,635.5524,964.9908,570.2508,966.3624,499.3654,970.8597,266.942,
1168,1640.267,545.5603,1704.663,636.1609,3040.24,272.4556,1712.083,570.1619,1903.601,501.7198,1775.276,632.16,3039.945,311.3811,254.3892,531.925,-1126.905,265.3737,215.8761,634.5035,34.7212,499.581,222.7317,568.5653,-1163.88,295.149,139.4221,628.915,758.3688,565.8891,963.7272,635.5524,964.9908,570.2508,966.3624,499.3654,970.8597,266.942,
1169,1640.267,545.5603,1704.663,636.1609,3040.24,272.4556,1712.083,570.1619,1903.601,501.7198,1775.276,632.16,3039.945,311.3811,254.3892,531.925,-1126.905,265.3737,215.8761,634.5035,34.7212,499.581,222.7317,568.5653,-1163.88,295.149,139.4221,628.915,758.3688,565.8891,963.7272,635.5524,964.9908,570.2508,966.3624,499.3654,970.8597,266.942,
1170,1640.267,545.5603,1704.663,636.1609,3040.24,272.4556,1712.083,570.1619,1903.601,501.7198,1775.276,632.16,3039.945,311.3811,254.3892,531.925,-1126.905,265.3737,215.8761,634.5035,34.7212,499.581,222.7317,568.5653,-1163.88,295.149,139.4221,628.915,758.3688,565.8891,963.7272,635.5524,964.9908,570.2508,966.3624,499.3654,970.8597,266.942,
1171,1640.267,545.5603,1704.663,636.1609,3040.24,272.4556,1712.083,570.1619,1903.601,501.7198,1775.276,632.16,3039.945,311.3811,254.3892,531.925,-1126.905,265.3737,215.8761,634.5035,34.7212,499.581,222.7317,568.5653,-1163.88,295.149,139.4221,628.915,758.3688,565.8891,963.7272,635.5524,964.9908,570.2508,966.3624,499.3654,970.8597,266.942,
1172,1640.267,545.5603,1704.663,636.1609,3040.24,272.4556,1712.083,570.1619,1903.601,501.7198,1775.276,632.16,3039.945,311.3811,254.3892,531.925,-1126.905,265.3737,215.8761,634.5035,34.7212,499.581,222.7317,568.5653,-1163.88,295.149,139.4221,628.915,758.3688,565.8891,963.7272,635.5524,964.9908,570.2508,966.3624,499.3654,970.8597,266.942,
1173,1640.267,545.5603,1704.663,636.1609,3040.24,272.4556,1712.083,570.1619,1903.601,501.7198,1775.276,632.16,3039.945,311.3811,254.3892,531.925,-1126.905,265.3737,215.8761,634.5035,34.7212,499.581,222.7317,568.5653,-1163.88,295.149,139.4221,628.915,758.3688,565.8891,963.7272,635.5524,964.9908,570.2508,966.3624,499.3654,970.8597,266.942,
1174,1640.267,545.5603,1704.663,636.1609,3040.24,272.4556,1712.083,570.1619,1903.601,501.7198,1775.276,632.16,3039.945,311.3811,254.3892,531.925,-1126.905,265.3737,215.8761,634.5035,34.7212,499.581,222.7317,568.5653,-1163.88,295.149,139.4221,628.915,758.3688,565.8891,963.7272,635.5524,964.9908,570.2508,966.3624,499.3654,970.8597,266.942,
1175,1640.267,545.5603,1704.663,636.1609,3040.24,272.4556,1712.083,570.1619,1903.601,501.7198,1775.276,632.16,3039.945,311.3811,254.3892,531.925,-1126.905,265.3737,215.8761,634.5035,34.7212,499.581,222.7317,568.5653,-1163.88,295.149,139.4221,628.915,758.3688,565.8891,963.7272,635.5524,964.9908,570.2508,966.3624,499.3654,970.8597,266.942,
1176,1640.267,545.5603,1704.663,636.1609,3040.24,272.4556,1712.083,570.1619,1903.601,501.7198,1775.276,632.16,3039.945,311.3811,254.3892,531.925,-1126.905,265.3737,215.8761,634.5035,34.7212,499.581,222.7317,568.5653,-1163.88,295.149,139.4221,628.915,758.3688,565.8891,963.7272,635.5524,964.9908,570.2508,966.3624,499.3654,970.8597,266.942,
1177,1640.267,545.5603,1704.663,636.1609,3040.24,272.4556,1712.083,570.1619,1903.601,501.7198,1775.276,632.16,3039.945,311.3811,254.3892,531.925,-1126.905,265.3737,215.8761,634.5035,34.7212,499.581,222.7317,568.5653,-1163.88,295.149,139.4221,628.915,758.3688,565.8891,963.7272,635.5524,964.9908,570.2508,966.3624,499.3654,970.8597,266.942,
1178,1640.267,545.5603,1704.663,636.1609,3040.24,272.4556,1712.083,570.1619,1903.601,501.7198,1775.276,632.16,3039.945,311.3811,254.3892,531.925,-1126.905,265.3737,215.8761,634.5035,34.7212,499.581,222.7317,568.5653,-1163.88,295.149,139.4221,628.915,758.3688,565.8891,963.7272,635.5524,964.9908,570.2508,966.3624,499.3654,970.8597,266.942,
1179,1640.267,545.5603,1704.663,636.1609,3040.24,272.4556,1712.083,570.1619,1903.601,501.7198,1775.276,632.16,3039.945,311.3811,254.3892,531.925,-1126.905,265.3737,215.8761,634.5035,34.7212,499.581,222.7317,568.5653,-1163.88,295.149,139.4221,628.915,758.3688,565.8891,963.7272,635.5524,964.9908,570.2508,966.3624,499.3654,970.8597,266.942,
1180,1640.267,545.5603,1704.663,636.1609,3040.24,272.4556,1712.083,570.1619,1903.601,501.7198,1775.276,632.16,3039.945,311.3811,254.3892,531.925,-1126.905,265.3737,215.8761,634.5035,34.7212,499.581,222.7317,568.5653,-1163.88,295.149,139.4221,628.915,758.3688,565.8891,963.7272,635.5524,964.9908,570.2508,966.3624,499.3654,970.8597,266.942,
1181,1640.267,545.5603,1704.663,636.1609,3040.24,272.4556,1712.083,570.1619,1903.601,501.7198,1775.276,632.16,3039.945,311.3811,254.3892,531.925,-1126.905,265.3737,215.8761,634.5035,34.7212,499.581,222.7317,568.5653,-1163.88,295.149,139.4221,628.915,758.3688,565.8891,963.7272,635.5524,964.9908,570.2508,966.3624,499.3654,970.8597,266.942,
1182,1640.267,545.5603,1704.663,636.1609,3040.24,272.4556,1712.083,570.1619,1903.601,501.7198,1775.276,632.16,3039.945,311.3811,254.3892,531.925,-1126.905,265.3737,215.8761,634.5035,34.7212,499.581,222.7317,568.5653,-1163.88,295.149,139.4221,628.915,758.3688,565.8891,963.7272,635.5524,964.9908,570.2508,966.3624,499.3654,970.8597,266.942,
1183,1640.267,545.5603,1704.663,636.1609,3040.24,272.4556,1712.083,570.1619,1903.601,501.7198,1775.276,632.16,3039.945,311.3811,254.3892,531.925,-1126.905,265.3737,215.8761,634.5035,34.7212,499.581,222.7317,568.5653,-1163.88,295.149,139.4221,628.915,758.3688,565.8891,963.7272,635.5524,964.9908,570.2508,966.3624,499.3654,970.8597,266.942,
1184,1640.267,545.5603,1704.663,636.1609,3040.24,272.4556,1712.083,570.1619,1903.601,501.7198,1775.276,632.16,3039.945,311.3811,254.3892,531.925,-1126.905,265.3737,215.8761,634.5035,34.7212,499.581,222.7317,568.5653,-1163.88,295.149,139.4221,628.915,758.3688,565.8891,963.7272,635.5524,964.9908,570.2508,966.3624,499.3654,970.8597,266.942,
1185,1640.267,545.5603,1704.663,636.1609,3040.24,272.4556,1712.083,570.1619,1903.601,501.7198,1775.276,632.16,3039.945,311.3811,254.3892,531.925,-1126.905,265.3737,215.8761,634.5035,34.7212,499.581,222.7317,568.5653,-1163.88,295.149,139.4221,628.915,758.3688,565.8891,963.7272,635.5524,964.9908,570.2508,966.3624,499.3654,970.8597,266.942,
1186,1640.267,545.5603,1704.663,636.1609,3040.24,272.4556,1712.083,570.1619,1903.601,501.7198,1775.276,632.16,3039.945,311.3811,254.3892,531.925,-1126.905,265.3737,215.8761,634.5035,34.7212,499.581,222.7317,568.5653,-1163.88,295.149,139.4221,628.915,758.3688,565.8891,963.7272,635.5524,964.9908,570.2508,966.3624,499.3654,970.8597,266.942,
1187,1640.267,545.5603,1704.663,636.1609,3040.24,272.4556,1712.083,570.1619,1903.601,501.7198,1775.276,632.16,3039.945,311.3811,254.3892,531.925,-1126.905,265.3737,215.8761,634.5035,34.7212,499.581,222.7317,568.5653,-1163.88,295.149,139.4221,628.915,758.3688,565.8891,963.7272,635.5524,964.9908,570.2508,966.3624,499.3654,970.8597,266.942,
1188,1640.267,545.5603,1704.663,636.1609,3040.24,272.4556,1712.083,570.1619,1903.601,501.7198,1775.276,632.16,3039.945,311.3811,254.3892,531.925,-1126.905,265.3737,215.8761,634.5035,34.7212,499.581,222.7317,568.5653,-1163.88,295.149,139.4221,628.915,758.3688,565.8891,963.7272,635.5524,964.9908,570.2508,966.3624,499.3654,970.8597,266.942,
1189,1656.424,544.4755,1721.472,635.343,3077.226,265.9935,1728.845,569.0636,1922.036,499.9864,1792.684,631.246,3076.989,305.3644,270.5945,533.093,-1090.591,271.7728,232.5438,635.3271,52.78559,501.271,239.2394,569.6412,-1126.693,301.3228,156.719,629.847,772.2,566.1875,977.4662,635.5515,978.6242,570.2444,979.8812,499.3521,984.0031,266.8992,
1190,1672.701,543.3607,1738.419,634.5031,3115.06,259.3401,1745.746,567.936,1940.661,498.2098,1810.248,630.3082,3114.882,299.1694,286.681,534.2299,-1055.064,277.9914,249.0822,636.1293,70.67608,502.92,255.6206,570.6888,-1090.326,307.3206,173.8673,630.7556,786.0034,566.4652,991.2078,635.5354,992.2603,570.218,993.403,499.3138,997.1497,266.8154,
1191,1689.102,542.2155,1755.508,633.6409,3153.775,252.488,1762.789,566.7788,1959.481,496.3892,1827.973,629.3461,3153.659,292.7892,302.6526,535.3364,-1020.295,284.0365,265.4948,636.9102,88.3976,504.5287,271.8787,571.709,-1054.75,313.1494,190.8717,631.6411,799.7811,566.7224,1004.954,635.5043,1005.901,570.1719,1006.929,499.2506,1010.301,266.6911,
1192,1705.632,541.0392,1772.742,632.7557,3193.408,245.4288,1779.979,565.5912,1978.504,494.5234,1845.863,628.3593,3193.356,286.2161,318.5124,536.4127,-986.2543,289.9142,281.7856,637.6704,105.955,506.098,288.0178,572.7019,-1019.932,318.8152,207.7363,632.504,813.5353,566.959,1018.706,635.4578,1019.548,570.1058,1020.462,499.1625,1023.46,266.5259,
1193,1722.293,539.8312,1790.128,631.8473,3234,238.1542,1797.32,564.3727,1997.734,492.6116,1863.924,627.3471,3234.015,279.442,334.2641,537.4595,-952.9145,295.6306,297.9584,638.4103,123.3532,507.6286,304.0413,573.668,-985.8442,324.3241,224.4655,633.3446,827.268,567.1752,1032.468,635.3963,1033.204,570.0199,1034.004,499.0496,1036.627,266.3197,
1194,1722.293,539.8312,1790.128,631.8473,3234,238.1542,1797.32,564.3727,1997.734,492.6116,1863.924,627.3471,3234.015,279.442,334.2641,537.4595,-952.9145,295.6306,297.9584,638.4103,123.3532,507.6286,304.0413,573.668,-985.8442,324.3241,224.4655,633.3446,827.268,567.1752,1032.468,635.3963,1033.204,570.0199,1034.004,499.0496,1036.627,266.3197,
1195,1722.293,539.8312,1790.128,631.8473,3234,238.1542,1797.32,564.3727,1997.734,492.6116,1863.924,627.3471,3234.015,279.442,334.2641,537.4595,-952.9145,295.6306,297.9584,638.4103,123.3532,507.6286,304.0413,573.668,-985.8442,324.3241,224.4655,633.3446,827.268,567.1752,1032.468,635.3963,1033.204,570.0199,1034.004,499.0496,1036.627,266.3197,
1196,1722.293,539.8312,1790.128,631.8473,3234,238.1542,1797.32,564.3727,1997.734,492.6116,1863.924,627.3471,3234.015,279.442,334.2641,537.4595,-952.9145,295.6306,297.9584,638.4103,123.3532,507.6286,304.0413,573.668,-985.8442,324.3241,224.4655,633.3446,827.268,567.1752,1032.468,635.3963,1033.204,570.0199,1034.004,499.0496,1036.627,266.3197,
1197,1722.293,539.8312,1790.128,631.8473,3234,238.1542,1797.32,564.3727,1997.734,492.6116,1863.924,627.3471,3234.015,279.442,334.2641,537.4595,-952.9145,295.6306,297.9584,638.4103,123.3532,507.6286,304.0413,573.668,-985.8442,324.3241,224.4655,633.3446,827.268,567.1752,1032.468,635.3963,1033.204,570.0199,1034.004,499.0496,1036.627,266.3197,
1198,1722.293,539.8312,1790.128,631.8473,3234,238.1542,1797.32,564.3727,1997.734,492.6116,1863.924,627.3471,3234.015,279.442,334.2641,537.4595,-952.9145,295.6306,297.9584,638.4103,123.3532,507.6286,304.0413,573.668,-985.8442,324.3241,224.4655,633.3446,827.268,567.1752,1032.468,635.3963,1033.204,570.0199,1034.004,499.0496,1036.627,266.3197,
1199,1722.293,539.8312,1790.128,631.8473,3234,238.1542,1797.32,564.3727,1997.734,492.6116,1863.924,627.3471,3234.015,279.442,334.2641,537.4595,-952.9145,295.6306,297.9584,638.4103,123.3532,507.6286,304.0413,573.668,-985.8442,324.3241,224.4655,633.3446,827.268,567.1752,1032.468,635.3963,1033.204,570.0199,1034.004,499.0496,1036.627,266.3197,
1200,1722.293,539.8312,1790.128,631.8473,3234,238.1542,1797.32,564.3727,1997.734,492.6116,1863.924,627.3471,3234.015,279.442,334.2641,537.4595,-952.9145,295.6306,297.9584,638.4103,123.3532,507.6286,304.0413,573.668,-985.8442,324.3241,224.4655,633.3446,827.268,567.1752,1032.468,635.3963,1033.204,570.0199,1034.004,499.0496,1036.627,266.3197,
1201,1722.293,539.8312,1790.128,631.8473,3234,238.1542,1797.32,564.3727,1997.734,492.6116,1863.924,627.3471,3234.015,279.442,334.2641,537.4595,-952.9145,295.6306,297.9584,638.4103,123.3532,507.6286,304.0413,573.668,-985.8442,324.3241,224.4655,633.3446,827.268,567.1752,1032.468,635.3963,1033.204,570.0199,1034.004,499.0496,1036.627,266.3197,
1202,1722.293,539.8312,1790.128,631.8473,3234,238.1542,1797.32,564.3727,1997.734,492.6116,1863.924,627.3471,3234.015,279.442,334.2641,537.4595,-952.9145,295.6306,297.9584,638.4103,123.3532,507.6286,304.0413,573.668,-985.8442,324.3241,224.4655,633.3446,827.268,567.1752,1032.468,635.3963,1033.204,570.0199,1034.004,499.0496,1036.627,266.3197,
1203,1722.293,539.8312,1790.128,631.8473,3234,238.1542,1797.32,564.3727,1997.734,492.6116,1863.924,627.3471,3234.015,279.442,334.2641,537.4595,-952.9145,295.6306,297.9584,638.4103,123.3532,507.6286,304.0413,573.668,-985.8442,324.3241,224.4655,633.3446,827.268,567.1752,1032.468,635.3963,1033.204,570.0199,1034.004,499.0496,1036.627,266.3197,
1204,1722.293,539.8312,1790.128,631.8473,3234,238.1542,1797.32,564.3727,1997.734,492.6116,1863.924,627.3471,3234.015,279.442,334.2641,537.4595,-952.9145,295.6306,297.9584,638.4103,123.3532,507.6286,304.0413,573.668,-985.8442,324.3241,224.4655,633.3446,827.268,567.1752,1032.468,635.3963,1033.204,570.0199,1034.004,499.0496,1036.627,266.3197,
1205,1722.293,539.8312,1790.128,631.8473,3234,238.1542,1797.32,564.3727,1997.734,492.6116,1863.924,627.3471,3234.015,279.442,334.2641,537.4595,-952.9145,295.6306,297.9584,638.4103,123.3532,507.6286,304.0413,573.668,-985.8442,324.3241,224.4655,633.3446,827.268,567.1752,1032.468,635.3963,1033.204,570.0199,1034.004,499.0496,1036.627,266.3197,
1206,1739.091,538.5912,1807.67,630.9152,3275.592,230.6549,1814.817,563.1227,2017.178,490.6526,1882.161,626.3091,3275.675,272.4585,349.9112,538.4771,-920.249,301.1916,314.0168,639.1299,140.5971,509.1213,319.9529,574.6078,-952.4576,329.6818,241.0633,634.1634,840.9813,567.3711,1046.24,635.3196,1046.871,569.914,1047.556,498.9115,1049.804,266.0727,
1207,1756.029,537.3185,1825.371,629.9589,3318.228,222.9214,1832.474,561.8406,2036.843,488.6454,1900.58,625.2449,3318.382,265.2568,365.4571,539.4661,-888.2322,306.6026,329.9649,639.8297,157.6913,510.5769,335.7566,575.5217,-919.747,334.8936,257.5341,634.9607,854.6776,567.5467,1060.024,635.2277,1060.551,569.7882,1061.122,498.7486,1062.995,265.7848,
1208,1773.111,536.0123,1843.238,628.9778,3361.953,214.9438,1850.298,560.5257,2056.735,486.5889,1919.185,624.1536,3362.182,257.8273,380.9046,540.4268,-856.8417,311.8688,345.8053,640.5101,174.6399,511.9958,351.455,576.4102,-887.6871,339.9647,273.8812,635.7368,868.3583,567.7021,1073.824,635.1204,1074.245,569.6423,1074.701,498.5605,1076.199,265.4556,
1209,1790.342,534.6722,1861.275,627.9717,3406.817,206.711,1868.291,559.1774,2076.861,484.4818,1937.983,623.0348,3407.123,250.1601,396.257,541.3596,-826.0555,316.995,361.5418,641.1713,191.4468,513.379,367.0515,577.2734,-856.2552,344.8999,290.1082,636.4922,882.0256,567.8373,1087.64,634.9977,1087.955,569.4764,1088.297,498.3471,1089.419,265.0851,
1210,1807.727,533.2977,1879.487,626.9399,3452.87,198.2121,1886.46,557.7952,2097.229,482.323,1956.979,621.8881,3453.257,242.2448,411.5176,542.265,-795.8491,321.9864,377.1779,641.8135,208.1171,514.7271,382.5498,578.112,-825.4264,349.7042,306.2195,637.2272,895.6818,567.9525,1101.475,634.8599,1101.685,569.2904,1101.912,498.1087,1102.657,264.6735,
1211,1825.269,531.8876,1897.879,625.8819,3500.171,189.4345,1904.811,556.378,2117.846,480.1112,1976.179,620.7126,3500.641,234.0696,426.6894,543.1433,-766.2046,326.8471,392.7166,642.4372,224.6542,516.0404,397.9529,578.926,-795.1806,354.3816,322.2183,637.9421,909.3286,568.0474,1115.332,634.7066,1115.435,569.0841,1115.547,497.8448,1115.916,264.2202,
1212,1842.975,530.4417,1916.458,624.7971,3548.775,180.3656,1923.347,554.9252,2138.719,477.845,1995.59,619.5077,3549.333,225.6228,441.7752,543.9949,-737.1009,331.5815,408.1614,643.0424,241.0625,517.3199,413.264,579.7161,-765.4969,358.9365,338.1082,638.6371,922.9681,568.1225,1129.211,634.5378,1129.208,568.8575,1129.205,497.5555,1129.195,263.7251,
1213,1860.848,528.959,1935.228,623.685,3598.746,170.9918,1942.076,553.4362,2159.856,475.5231,2015.218,618.2728,3599.395,216.8918,456.7779,544.8201,-708.52,336.1937,423.5149,643.6296,257.3453,518.566,428.4856,580.4824,-736.3555,363.373,353.8926,639.3127,936.6022,568.1775,1143.116,634.3535,1143.006,568.6106,1142.888,497.2407,1142.498,263.1883,
